dealer_id,model,region,total_sales,average_sales,average_inventory,number_of_months
D104,2 Series,North,1190,20.16949152542373,31.152542372881356,59
D001,4 Series,North,1518,25.728813559322035,42.59322033898305,59
D133,i7,North,724,12.271186440677965,18.050847457627118,59
D193,i7,West,766,12.983050847457626,20.35593220338983,59
D229,iX,East,1078,18.271186440677965,41.813559322033896,59
D144,2 Series,East,1307,22.152542372881356,55.59322033898305,59
D147,4 Series,North,1184,20.06779661016949,29.16949152542373,59
D142,X5,South,1840,31.1864406779661,73.79661016949153,59
D217,X1,North,2124,36.0,111.30508474576271,59
D228,i7,East,581,9.847457627118644,11.322033898305085,59
D187,X5,North,1703,28.864406779661017,49.355932203389834,59
D199,7 Series,South,636,10.779661016949152,18.135593220338983,59
D192,5 Series,West,2113,35.813559322033896,77.86440677966101,59
D222,iX3,East,1722,29.1864406779661,67.22033898305085,59
D198,X1,North,1908,32.33898305084746,76.7457627118644,59
D240,iX1,West,2193,37.16949152542373,73.15254237288136,59
D248,i5,East,1554,26.338983050847457,67.84745762711864,59
D112,7 Series,West,947,16.050847457627118,30.11864406779661,59
D088,X1,South,1990,33.728813559322035,80.01694915254237,59
D050,X1,West,2820,47.79661016949152,110.42372881355932,59
D124,i5,East,1308,22.16949152542373,56.86440677966102,59
D156,iX3,West,1962,33.25423728813559,74.66101694915254,59
D234,2 Series,West,1350,22.88135593220339,54.3728813559322,59
D236,5 Series,West,2429,41.16949152542373,153.0677966101695,59
D122,X7,West,1271,21.54237288135593,38.440677966101696,59
D153,2 Series,Central,1094,18.54237288135593,56.59322033898305,59
D136,2 Series,South,1452,24.610169491525422,54.271186440677965,59
D138,X7,North,1185,20.084745762711865,40.86440677966102,59
D232,X3,Central,1836,31.11864406779661,77.52542372881356,59
D211,i7,South,889,15.067796610169491,26.0,59
D136,iX1,South,1907,32.32203389830509,67.15254237288136,59
D206,4 Series,South,1621,27.47457627118644,67.76271186440678,59
D231,iX,East,1012,17.152542372881356,23.983050847457626,59
D240,3 Series,West,1812,30.71186440677966,77.30508474576271,59
D002,i4,West,1574,26.677966101694917,54.23728813559322,59
D028,4 Series,Central,1608,27.25423728813559,55.45762711864407,59
D030,i4,East,910,15.423728813559322,23.966101694915253,59
D001,X5,North,1808,30.64406779661017,46.86440677966102,59
D078,X3,South,3268,55.389830508474574,151.35593220338984,59
D139,X3,South,3860,65.42372881355932,233.33898305084745,59
D194,iX3,South,1577,26.728813559322035,86.55932203389831,59
D227,i7,Central,728,12.338983050847459,19.559322033898304,59
D121,X1,East,2640,44.74576271186441,69.84745762711864,59
D169,X5,South,2028,34.3728813559322,69.22033898305085,59
D174,X7,West,1422,24.10169491525424,59.96610169491525,59
D227,2 Series,Central,1501,25.440677966101696,56.610169491525426,59
D155,4 Series,East,986,16.71186440677966,29.084745762711865,59
D202,i4,Central,1975,33.47457627118644,65.61016949152543,59
D234,7 Series,West,849,14.389830508474576,22.661016949152543,59
D120,iX3,North,1161,19.677966101694917,45.16949152542373,59
D138,iX1,North,1718,29.11864406779661,67.03389830508475,59
D084,3 Series,Central,1252,21.220338983050848,33.52542372881356,59
D093,2 Series,Central,1557,26.389830508474578,49.186440677966104,59
D117,i4,North,1629,27.610169491525422,51.559322033898304,59
D005,3 Series,East,1663,28.1864406779661,70.20338983050847,59
D044,3 Series,South,1504,25.491525423728813,48.6271186440678,59
D033,X3,North,2745,46.52542372881356,85.8135593220339,59
D056,iX3,North,1596,27.050847457627118,35.440677966101696,59
D075,4 Series,West,1629,27.610169491525422,75.13559322033899,59
D084,i7,Central,567,9.610169491525424,16.11864406779661,59
D016,X1,West,3479,58.96610169491525,115.44067796610169,59
D117,2 Series,North,1077,18.25423728813559,38.355932203389834,59
D128,4 Series,West,1905,32.28813559322034,70.94915254237289,59
D155,iX,East,881,14.932203389830509,23.0,59
D180,3 Series,East,2077,35.20338983050848,110.9322033898305,59
D138,7 Series,North,731,12.389830508474576,22.661016949152543,59
D137,i7,West,932,15.796610169491526,20.135593220338983,59
D197,iX1,South,2575,43.644067796610166,114.88135593220339,59
D138,X3,North,2222,37.66101694915254,77.55932203389831,59
D128,X1,West,3620,61.355932203389834,159.01694915254237,59
D192,X5,West,1727,29.271186440677965,59.11864406779661,59
D247,7 Series,West,959,16.25423728813559,35.23728813559322,59
D250,5 Series,North,1732,29.35593220338983,78.42372881355932,59
D242,X3,East,1699,28.796610169491526,58.610169491525426,59
D022,i5,South,1603,27.16949152542373,50.03389830508475,59
D057,X7,East,1187,20.11864406779661,62.355932203389834,59
D082,5 Series,East,1536,26.033898305084747,53.898305084745765,59
D010,iX1,North,1978,33.52542372881356,45.79661016949152,59
D095,7 Series,Central,941,15.94915254237288,53.610169491525426,59
D078,3 Series,South,2170,36.779661016949156,65.98305084745763,59
D118,iX1,North,1495,25.338983050847457,45.03389830508475,59
D035,i4,Central,1454,24.64406779661017,57.32203389830509,59
D130,5 Series,West,1822,30.88135593220339,46.847457627118644,59
D150,2 Series,North,1081,18.322033898305083,34.13559322033898,59
D181,i7,Central,591,10.016949152542374,16.406779661016948,59
D205,X5,East,2370,40.16949152542373,87.84745762711864,59
D179,4 Series,Central,1178,19.966101694915253,29.203389830508474,59
D214,i7,East,611,10.35593220338983,13.0,59
D139,X1,South,2903,49.20338983050848,91.8135593220339,59
D220,3 Series,Central,1431,24.25423728813559,70.55932203389831,59
D178,X3,North,2887,48.932203389830505,116.8135593220339,59
D231,X3,East,2056,34.847457627118644,63.3728813559322,59
D043,i4,West,1569,26.593220338983052,54.88135593220339,59
D113,3 Series,East,1782,30.203389830508474,53.559322033898304,59
D103,4 Series,Central,879,14.898305084745763,28.93220338983051,59
D108,iX,West,1687,28.593220338983052,65.91525423728814,59
D105,X1,West,2198,37.25423728813559,111.30508474576271,59
D022,2 Series,South,1153,19.54237288135593,43.05084745762712,59
D124,i4,East,1455,24.661016949152543,53.47457627118644,59
D182,iX,North,1197,20.28813559322034,45.33898305084746,59
D194,2 Series,South,1284,21.76271186440678,38.08474576271186,59
D212,X7,West,1188,20.135593220338983,34.0,59
D157,i4,North,1602,27.152542372881356,50.6271186440678,59
D222,2 Series,East,973,16.491525423728813,33.32203389830509,59
D140,3 Series,East,1674,28.372881355932204,78.7457627118644,59
D205,X7,East,1214,20.576271186440678,42.74576271186441,59
D191,iX3,West,2661,45.101694915254235,86.76271186440678,59
D216,7 Series,South,834,14.135593220338983,29.16949152542373,59
D237,iX3,West,1687,28.593220338983052,47.03389830508475,59
D024,X5,Central,2165,36.69491525423729,113.13559322033899,59
D049,3 Series,West,1691,28.661016949152543,78.79661016949153,59
D082,7 Series,East,897,15.203389830508474,34.66101694915254,59
D117,i7,North,581,9.847457627118644,11.796610169491526,59
D071,2 Series,West,1834,31.084745762711865,66.50847457627118,59
D118,4 Series,North,1217,20.627118644067796,43.440677966101696,59
D029,5 Series,East,2325,39.40677966101695,68.69491525423729,59
D094,X7,South,1030,17.45762711864407,24.389830508474578,59
D082,X3,East,2347,39.779661016949156,57.83050847457627,59
D117,4 Series,North,1698,28.779661016949152,67.98305084745763,59
D087,i7,North,385,6.52542372881356,12.067796610169491,59
D118,X5,North,1659,28.11864406779661,80.0677966101695,59
D128,5 Series,West,3290,55.76271186440678,135.76271186440678,59
D134,X1,East,1834,31.084745762711865,51.389830508474574,59
D168,i7,North,531,9.0,10.932203389830509,59
D173,iX3,West,2242,38.0,95.30508474576271,59
D175,X3,West,4363,73.94915254237289,213.40677966101694,59
D193,3 Series,West,1875,31.779661016949152,97.47457627118644,59
D169,5 Series,South,1277,21.64406779661017,32.69491525423729,59
D202,X7,Central,1170,19.83050847457627,48.0,59
D227,4 Series,Central,1612,27.322033898305083,63.71186440677966,59
D233,X1,North,2802,47.49152542372882,109.22033898305085,59
D141,i5,Central,1300,22.033898305084747,46.932203389830505,59
D177,5 Series,West,2205,37.3728813559322,97.0677966101695,59
D166,5 Series,Central,1993,33.779661016949156,78.88135593220339,59
D180,X1,East,2141,36.28813559322034,84.72881355932203,59
D194,X1,South,2750,46.610169491525426,75.7457627118644,59
D154,5 Series,South,2350,39.83050847457627,84.64406779661017,59
D135,i5,West,1684,28.54237288135593,44.88135593220339,59
D243,X5,North,2053,34.79661016949152,66.86440677966101,59
D247,5 Series,West,1877,31.8135593220339,73.37288135593221,59
D242,i7,East,400,6.779661016949152,7.762711864406779,59
D054,X1,East,1263,21.406779661016948,29.23728813559322,59
D067,7 Series,Central,725,12.288135593220339,19.389830508474578,59
D082,i7,East,777,13.169491525423728,25.406779661016948,59
D023,2 Series,North,1633,27.677966101694917,47.47457627118644,59
D016,X3,West,3109,52.69491525423729,99.38983050847457,59
D021,7 Series,East,623,10.559322033898304,13.983050847457626,59
D059,i4,West,1354,22.949152542372882,48.11864406779661,59
D092,5 Series,Central,2411,40.86440677966102,87.98305084745763,59
D058,iX,North,1438,24.372881355932204,46.96610169491525,59
D166,X7,Central,1000,16.949152542372882,28.89830508474576,59
D188,X3,South,1993,33.779661016949156,65.49152542372882,59
D212,7 Series,West,802,13.59322033898305,29.10169491525424,59
D222,i5,East,1283,21.74576271186441,40.32203389830509,59
D135,i7,West,756,12.813559322033898,22.983050847457626,59
D174,iX,West,1537,26.050847457627118,44.898305084745765,59
D168,X3,North,2282,38.67796610169491,121.71186440677967,59
D193,4 Series,West,1837,31.135593220338983,52.47457627118644,59
D210,4 Series,West,1580,26.779661016949152,43.152542372881356,59
D157,X1,North,2496,42.30508474576271,74.15254237288136,59
D139,3 Series,South,2621,44.42372881355932,89.0,59
D176,i4,East,1158,19.627118644067796,31.45762711864407,59
D032,iX1,South,2809,47.610169491525426,101.37288135593221,59
D083,7 Series,North,1067,18.084745762711865,50.42372881355932,59
D015,X7,West,1362,23.084745762711865,51.57627118644068,59
D058,X5,North,1823,30.89830508474576,58.40677966101695,59
D064,5 Series,Central,1178,19.966101694915253,35.813559322033896,59
D036,i5,North,1945,32.96610169491525,71.86440677966101,59
D116,i4,East,1638,27.76271186440678,60.16949152542373,59
D106,X5,West,1966,33.32203389830509,90.27118644067797,59
D088,iX3,South,1681,28.491525423728813,47.11864406779661,59
D072,X5,North,1930,32.71186440677966,78.33898305084746,59
D137,2 Series,West,1946,32.983050847457626,61.932203389830505,59
D175,4 Series,West,1650,27.966101694915253,75.98305084745763,59
D163,X7,East,1195,20.25423728813559,45.016949152542374,59
D205,i4,East,1241,21.033898305084747,45.016949152542374,59
D211,3 Series,South,2125,36.016949152542374,92.15254237288136,59
D210,X7,West,1408,23.864406779661017,50.13559322033898,59
D043,iX3,West,1774,30.06779661016949,67.59322033898304,59
D079,5 Series,East,1517,25.71186440677966,56.94915254237288,59
D017,i4,East,1704,28.88135593220339,61.016949152542374,59
D019,3 Series,Central,1253,21.23728813559322,42.08474576271186,59
D026,7 Series,West,1349,22.864406779661017,41.16949152542373,59
D074,i7,North,790,13.389830508474576,31.47457627118644,59
D087,4 Series,North,903,15.305084745762711,38.0,59
D079,4 Series,East,1008,17.084745762711865,28.74576271186441,59
D132,i5,East,957,16.220338983050848,25.593220338983052,59
D145,i4,Central,1444,24.47457627118644,50.96610169491525,59
D142,2 Series,South,1338,22.677966101694917,43.54237288135593,59
D229,3 Series,East,1592,26.983050847457626,63.016949152542374,59
D151,i5,Central,2237,37.91525423728814,86.13559322033899,59
D152,i7,South,611,10.35593220338983,15.932203389830509,59
D221,i5,North,1567,26.559322033898304,65.9322033898305,59
D156,iX,West,1243,21.06779661016949,65.35593220338983,59
D138,iX3,North,1463,24.796610169491526,42.016949152542374,59
D188,3 Series,South,1212,20.54237288135593,32.644067796610166,59
D219,5 Series,East,1196,20.271186440677965,47.54237288135593,59
D126,iX,East,1745,29.576271186440678,86.77966101694915,59
D167,2 Series,South,1201,20.35593220338983,28.406779661016948,59
D010,3 Series,North,2043,34.6271186440678,61.69491525423729,59
D089,iX3,West,2559,43.3728813559322,118.57627118644068,59
D067,iX1,Central,1611,27.305084745762713,42.6271186440678,59
D076,3 Series,East,1414,23.966101694915253,48.59322033898305,59
D005,X3,East,2048,34.71186440677966,56.271186440677965,59
D024,iX1,Central,1530,25.93220338983051,70.45762711864407,59
D035,X3,Central,2524,42.779661016949156,86.47457627118644,59
D011,iX1,East,1625,27.54237288135593,47.0,59
D043,i5,West,1445,24.491525423728813,57.54237288135593,59
D140,X5,East,1695,28.728813559322035,41.28813559322034,59
D200,i5,Central,1307,22.152542372881356,30.35593220338983,59
D139,iX3,South,2025,34.32203389830509,63.813559322033896,59
D125,iX3,Central,1654,28.033898305084747,84.52542372881356,59
D215,X5,West,2454,41.59322033898305,85.50847457627118,59
D196,X3,North,2544,43.11864406779661,130.8135593220339,59
D218,2 Series,North,1071,18.152542372881356,35.47457627118644,59
D236,7 Series,West,1129,19.135593220338983,25.88135593220339,59
D244,4 Series,West,2206,37.389830508474574,106.40677966101696,59
D248,X3,East,2539,43.03389830508475,83.27118644067797,59
D087,X5,North,1756,29.76271186440678,72.0,59
D090,i7,Central,642,10.88135593220339,15.016949152542374,59
D056,5 Series,North,1389,23.54237288135593,59.610169491525426,59
D070,X3,East,3141,53.23728813559322,105.0,59
D068,iX1,South,2469,41.847457627118644,97.9322033898305,59
D107,i7,West,899,15.23728813559322,24.406779661016948,59
D126,X1,East,2128,36.067796610169495,87.30508474576271,59
D158,i5,East,1955,33.13559322033898,72.38983050847457,59
D121,7 Series,East,723,12.254237288135593,15.864406779661017,59
D154,2 Series,South,1479,25.06779661016949,51.067796610169495,59
D164,4 Series,East,1762,29.864406779661017,54.610169491525426,59
D008,5 Series,West,2925,49.57627118644068,100.30508474576271,59
D070,iX,East,1647,27.915254237288135,86.20338983050847,59
D109,3 Series,East,1429,24.220338983050848,67.08474576271186,59
D031,i5,East,1265,21.440677966101696,62.13559322033898,59
D032,7 Series,South,1108,18.779661016949152,54.932203389830505,59
D068,i7,South,691,11.711864406779661,16.89830508474576,59
D103,i7,Central,540,9.152542372881356,11.23728813559322,59
D110,X1,West,2229,37.779661016949156,78.71186440677967,59
D069,X3,North,3646,61.79661016949152,258.79661016949154,59
D095,iX,Central,1207,20.45762711864407,24.64406779661017,59
D109,X3,East,1839,31.16949152542373,48.11864406779661,59
D145,5 Series,Central,2163,36.66101694915254,68.33898305084746,59
D229,X3,East,2275,38.559322033898304,110.27118644067797,59
D182,iX1,North,1291,21.88135593220339,46.45762711864407,59
D211,iX3,South,1525,25.847457627118644,38.91525423728814,59
D216,2 Series,South,1850,31.35593220338983,63.220338983050844,59
D128,iX3,West,2297,38.932203389830505,87.98305084745763,59
D167,i5,South,1627,27.576271186440678,59.57627118644068,59
D164,X3,East,3394,57.52542372881356,208.96610169491527,59
D174,4 Series,West,2169,36.76271186440678,98.30508474576271,59
D194,X5,South,2610,44.23728813559322,107.71186440677967,59
D179,5 Series,Central,1654,28.033898305084747,53.389830508474574,59
D011,7 Series,East,774,13.11864406779661,23.559322033898304,59
D093,iX3,Central,2113,35.813559322033896,67.44067796610169,59
D107,X5,West,2687,45.54237288135593,156.91525423728814,59
D040,X7,West,1498,25.389830508474578,37.898305084745765,59
D014,i4,West,1303,22.084745762711865,44.186440677966104,59
D096,5 Series,South,2456,41.6271186440678,73.42372881355932,59
D050,X5,West,2743,46.49152542372882,102.44067796610169,59
D005,5 Series,East,1663,28.1864406779661,44.50847457627118,59
D062,3 Series,West,2296,38.91525423728814,99.20338983050847,59
D028,5 Series,Central,2238,37.932203389830505,73.28813559322033,59
D129,2 Series,East,863,14.627118644067796,19.52542372881356,59
D139,iX,South,2106,35.69491525423729,81.86440677966101,59
D179,i5,Central,1532,25.966101694915253,67.69491525423729,59
D220,5 Series,Central,1720,29.152542372881356,48.40677966101695,59
D176,i7,East,505,8.559322033898304,11.94915254237288,59
D201,X1,South,3310,56.101694915254235,194.6949152542373,59
D049,i7,West,925,15.677966101694915,21.203389830508474,59
D054,i5,East,1063,18.016949152542374,56.42372881355932,59
D062,5 Series,West,2600,44.067796610169495,168.52542372881356,59
D086,X7,West,1754,29.728813559322035,83.86440677966101,59
D064,4 Series,Central,990,16.779661016949152,29.23728813559322,59
D016,4 Series,West,1776,30.10169491525424,60.355932203389834,59
D026,4 Series,West,2023,34.28813559322034,84.03389830508475,59
D039,i4,South,2412,40.88135593220339,71.72881355932203,59
D005,2 Series,East,1304,22.10169491525424,61.440677966101696,59
D078,4 Series,South,1498,25.389830508474578,40.847457627118644,59
D116,i5,East,1259,21.338983050847457,31.152542372881356,59
D168,3 Series,North,1541,26.11864406779661,87.20338983050847,59
D220,iX1,Central,1831,31.033898305084747,72.23728813559322,59
D198,5 Series,North,1861,31.54237288135593,60.0,59
D200,iX,Central,1443,24.45762711864407,40.45762711864407,59
D233,7 Series,North,1085,18.389830508474578,33.52542372881356,59
D131,X5,East,1489,25.23728813559322,50.50847457627118,59
D145,iX,Central,1312,22.23728813559322,34.13559322033898,59
D146,X7,Central,1090,18.47457627118644,31.322033898305083,59
D152,X1,South,2310,39.152542372881356,79.7457627118644,59
D218,i7,North,775,13.135593220338983,34.08474576271186,59
D197,X7,South,1908,32.33898305084746,86.49152542372882,59
D184,7 Series,West,960,16.271186440677965,39.220338983050844,59
D238,5 Series,East,1468,24.88135593220339,51.45762711864407,59
D247,X3,West,2255,38.220338983050844,74.54237288135593,59
D106,3 Series,West,1418,24.033898305084747,44.610169491525426,59
D024,2 Series,Central,1261,21.372881355932204,38.30508474576271,59
D060,3 Series,West,1547,26.220338983050848,46.389830508474574,59
D062,X7,West,1849,31.338983050847457,86.10169491525424,59
D064,7 Series,Central,500,8.474576271186441,13.305084745762711,59
D110,i7,West,667,11.305084745762711,15.135593220338983,59
D091,4 Series,East,1087,18.423728813559322,41.42372881355932,59
D186,4 Series,East,1206,20.440677966101696,36.49152542372882,59
D204,X1,West,2459,41.67796610169491,100.30508474576271,59
D227,3 Series,Central,2085,35.33898305084746,92.30508474576271,59
D131,X7,East,897,15.203389830508474,36.13559322033898,59
D177,2 Series,West,1611,27.305084745762713,58.6271186440678,59
D191,iX1,West,2551,43.23728813559322,128.79661016949152,59
D211,X5,South,2219,37.610169491525426,69.03389830508475,59
D201,X3,South,3549,60.152542372881356,156.03389830508473,59
D223,X7,West,1441,24.423728813559322,44.016949152542374,59
D175,2 Series,West,1474,24.983050847457626,47.54237288135593,59
D143,i7,South,1056,17.89830508474576,22.796610169491526,59
D216,i5,South,2240,37.96610169491525,101.54237288135593,59
D184,iX1,West,2657,45.03389830508475,79.9322033898305,59
D242,i4,East,1132,19.1864406779661,36.0,59
D243,i5,North,1618,27.423728813559322,56.76271186440678,59
D242,iX,East,806,13.661016949152541,33.983050847457626,59
D043,X1,West,1781,30.1864406779661,60.3728813559322,59
D047,iX,East,1756,29.76271186440678,55.813559322033896,59
D105,7 Series,West,859,14.559322033898304,25.28813559322034,59
D004,iX,East,1025,17.372881355932204,25.677966101694917,59
D061,iX,Central,1399,23.71186440677966,32.03389830508475,59
D007,5 Series,North,1286,21.796610169491526,45.23728813559322,59
D132,iX1,East,1073,18.1864406779661,26.152542372881356,59
D177,X1,West,2976,50.440677966101696,87.38983050847457,59
D124,i7,East,644,10.915254237288135,22.084745762711865,59
D158,X7,East,1364,23.11864406779661,42.88135593220339,59
D131,iX1,East,1477,25.033898305084747,52.67796610169491,59
D205,5 Series,East,2250,38.13559322033898,89.83050847457628,59
D170,X7,North,1315,22.28813559322034,44.08474576271186,59
D203,2 Series,East,1297,21.983050847457626,36.355932203389834,59
D162,iX,West,2201,37.30508474576271,72.42372881355932,59
D246,i4,North,1936,32.813559322033896,75.94915254237289,59
D244,iX3,West,2319,39.30508474576271,77.62711864406779,59
D024,iX3,Central,1507,25.54237288135593,44.03389830508475,59
D077,X7,South,1357,23.0,36.559322033898304,59
D007,4 Series,North,1010,17.11864406779661,60.03389830508475,59
D026,2 Series,West,1530,25.93220338983051,54.69491525423729,59
D064,X3,Central,1862,31.559322033898304,77.44067796610169,59
D131,7 Series,East,629,10.661016949152541,17.64406779661017,59
D210,X1,West,3156,53.49152542372882,171.01694915254237,59
D138,X5,North,1602,27.152542372881356,61.28813559322034,59
D122,X5,West,1656,28.06779661016949,85.98305084745763,59
D179,X1,Central,2095,35.50847457627118,56.389830508474574,59
D216,i4,South,1641,27.8135593220339,45.42372881355932,59
D124,2 Series,East,1139,19.305084745762713,31.389830508474578,59
D142,iX1,South,2430,41.186440677966104,101.22033898305085,59
D147,7 Series,North,900,15.254237288135593,33.101694915254235,59
D213,7 Series,West,1449,24.559322033898304,64.30508474576271,59
D072,iX1,North,2015,34.152542372881356,70.76271186440678,59
D104,7 Series,North,790,13.389830508474576,17.423728813559322,59
D055,iX3,East,1505,25.508474576271187,71.96610169491525,59
D076,X3,East,2196,37.220338983050844,71.7457627118644,59
D111,3 Series,South,1641,27.8135593220339,44.54237288135593,59
D115,iX3,East,1595,27.033898305084747,52.20338983050848,59
D010,iX3,North,2372,40.20338983050848,94.77966101694915,59
D010,X1,North,2378,40.30508474576271,96.03389830508475,59
D034,i4,East,1108,18.779661016949152,46.47457627118644,59
D013,5 Series,West,2618,44.3728813559322,83.15254237288136,59
D016,3 Series,West,2038,34.54237288135593,113.22033898305085,59
D176,X1,East,1502,25.45762711864407,65.8135593220339,59
D131,X3,East,2046,34.67796610169491,72.49152542372882,59
D175,X1,West,3134,53.11864406779661,107.42372881355932,59
D194,X7,South,1269,21.508474576271187,40.08474576271186,59
D203,4 Series,East,1290,21.864406779661017,49.08474576271186,59
D148,X5,South,2424,41.08474576271186,78.83050847457628,59
D179,iX1,Central,1582,26.8135593220339,69.40677966101696,59
D200,4 Series,Central,1146,19.423728813559322,30.915254237288135,59
D173,X7,West,1768,29.966101694915253,52.25423728813559,59
D214,4 Series,East,1479,25.06779661016949,70.54237288135593,59
D241,7 Series,North,1068,18.10169491525424,39.220338983050844,59
D036,X5,North,2096,35.52542372881356,85.52542372881356,59
D033,i4,North,1702,28.847457627118644,81.76271186440678,59
D056,i7,North,697,11.813559322033898,15.542372881355933,59
D066,4 Series,South,1976,33.49152542372882,93.42372881355932,59
D087,X7,North,858,14.542372881355933,31.0,59
D080,3 Series,West,2770,46.94915254237288,89.40677966101696,59
D002,5 Series,West,2135,36.186440677966104,60.186440677966104,59
D119,i7,South,533,9.033898305084746,12.474576271186441,59
D140,iX1,East,1730,29.322033898305083,67.98305084745763,59
D161,iX1,Central,1423,24.11864406779661,46.79661016949152,59
D198,3 Series,North,1808,30.64406779661017,54.91525423728814,59
D226,i5,South,2132,36.13559322033898,68.44067796610169,59
D121,iX1,East,1734,29.389830508474578,50.983050847457626,59
D219,iX3,East,1545,26.1864406779661,85.27118644067797,59
D193,X3,West,3534,59.898305084745765,120.2542372881356,59
D129,X7,East,1011,17.135593220338983,28.983050847457626,59
D179,iX3,Central,1663,28.1864406779661,44.067796610169495,59
D190,i5,South,1534,26.0,57.42372881355932,59
D157,iX1,North,1986,33.66101694915254,74.11864406779661,59
D206,3 Series,South,1625,27.54237288135593,47.067796610169495,59
D171,5 Series,North,2271,38.49152542372882,77.7457627118644,59
D191,i4,West,2024,34.30508474576271,86.30508474576271,59
D013,X5,West,2863,48.52542372881356,153.6271186440678,59
D060,5 Series,West,1534,26.0,63.28813559322034,59
D034,5 Series,East,1268,21.491525423728813,44.152542372881356,59
D036,2 Series,North,1218,20.64406779661017,63.389830508474574,59
D106,4 Series,West,1582,26.8135593220339,51.30508474576271,59
D015,iX1,West,1921,32.559322033898304,49.220338983050844,59
D066,X5,South,2359,39.983050847457626,122.84745762711864,59
D108,X1,West,3065,51.94915254237288,83.20338983050847,59
D132,5 Series,East,1426,24.16949152542373,40.42372881355932,59
D170,X1,North,1811,30.694915254237287,83.88135593220339,59
D184,X3,West,3335,56.52542372881356,110.94915254237289,59
D185,i4,East,1430,24.23728813559322,59.88135593220339,59
D186,i4,East,950,16.10169491525424,27.135593220338983,59
D228,3 Series,East,1180,20.0,53.71186440677966,59
D234,X7,West,1323,22.423728813559322,35.6271186440678,59
D133,iX3,North,2345,39.74576271186441,137.98305084745763,59
D140,X3,East,2299,38.96610169491525,63.559322033898304,59
D197,iX3,South,2078,35.220338983050844,64.64406779661017,59
D202,2 Series,Central,1346,22.8135593220339,37.25423728813559,59
D231,iX1,East,1525,25.847457627118644,40.79661016949152,59
D125,X1,Central,2830,47.96610169491525,132.15254237288136,59
D131,5 Series,East,1505,25.508474576271187,49.847457627118644,59
D162,iX1,West,2203,37.33898305084746,95.05084745762711,59
D212,4 Series,West,1522,25.796610169491526,48.94915254237288,59
D190,iX3,South,1883,31.915254237288135,89.08474576271186,59
D250,3 Series,North,2032,34.440677966101696,72.1864406779661,59
D010,4 Series,North,1418,24.033898305084747,98.89830508474576,59
D093,4 Series,Central,1218,20.64406779661017,49.52542372881356,59
D099,5 Series,West,1838,31.152542372881356,57.813559322033896,59
D117,X1,North,2363,40.05084745762712,118.64406779661017,59
D026,5 Series,West,2627,44.52542372881356,116.20338983050847,59
D036,iX3,North,1982,33.59322033898305,84.0,59
D061,X5,Central,2588,43.86440677966102,89.7457627118644,59
D153,i4,Central,1400,23.728813559322035,61.13559322033898,59
D180,i7,East,650,11.016949152542374,14.491525423728813,59
D203,X5,East,2059,34.898305084745765,86.35593220338983,59
D216,X7,South,1500,25.423728813559322,66.69491525423729,59
D146,i4,Central,1104,18.71186440677966,28.983050847457626,59
D152,i4,South,1708,28.949152542372882,65.30508474576271,59
D126,5 Series,East,2136,36.20338983050848,89.35593220338983,59
D210,X5,West,2585,43.813559322033896,85.08474576271186,59
D119,iX,South,1485,25.16949152542373,37.3728813559322,59
D143,3 Series,South,2217,37.57627118644068,71.45762711864407,59
D238,X1,East,1497,25.372881355932204,56.067796610169495,59
D243,4 Series,North,1265,21.440677966101696,26.47457627118644,59
D015,i7,West,682,11.559322033898304,25.93220338983051,59
D027,4 Series,East,1049,17.779661016949152,27.983050847457626,59
D095,4 Series,Central,1324,22.440677966101696,44.08474576271186,59
D076,X1,East,1614,27.35593220338983,54.11864406779661,59
D043,7 Series,West,756,12.813559322033898,17.406779661016948,59
D183,iX1,East,1713,29.033898305084747,70.91525423728814,59
D157,X5,North,2347,39.779661016949156,107.7457627118644,59
D229,i4,East,1133,19.203389830508474,49.40677966101695,59
D155,i7,East,620,10.508474576271187,24.8135593220339,59
D199,X3,South,2101,35.610169491525426,53.271186440677965,59
D165,X1,East,1517,25.71186440677966,46.355932203389834,59
D165,X7,East,777,13.169491525423728,17.305084745762713,59
D167,iX3,South,2019,34.220338983050844,67.64406779661017,59
D210,iX3,West,2465,41.779661016949156,83.89830508474576,59
D197,i4,South,2379,40.32203389830509,83.47457627118644,59
D187,4 Series,North,1280,21.694915254237287,51.6271186440678,59
D236,iX3,West,1777,30.11864406779661,75.01694915254237,59
D242,3 Series,East,1147,19.440677966101696,28.661016949152543,59
D249,2 Series,West,1440,24.406779661016948,36.0,59
D079,X3,East,1665,28.220338983050848,59.559322033898304,59
D008,i4,West,1690,28.64406779661017,54.91525423728814,59
D045,2 Series,North,1028,17.423728813559322,38.13559322033898,59
D060,2 Series,West,1123,19.033898305084747,46.13559322033898,59
D012,X1,Central,1807,30.627118644067796,61.6271186440678,59
D030,iX3,East,1035,17.54237288135593,42.728813559322035,59
D032,iX,South,2115,35.847457627118644,63.610169491525426,59
D066,iX1,South,2326,39.42372881355932,66.61016949152543,59
D070,iX1,East,1975,33.47457627118644,41.932203389830505,59
D072,3 Series,North,1664,28.203389830508474,58.11864406779661,59
D107,iX,West,2243,38.016949152542374,119.13559322033899,59
D048,i5,Central,2055,34.83050847457627,89.67796610169492,59
D203,X7,East,1041,17.64406779661017,37.16949152542373,59
D215,i4,West,1799,30.491525423728813,100.72881355932203,59
D133,X5,North,2330,39.49152542372882,114.71186440677967,59
